0,1
1,74
2,66
3,38
4,39
5,45
6,29
7,19
8,17
9,16
10,296
11,152
12,162
13,123
14,109
15,190
16,87
17,105
18,92
19,57
20,244
21,52
22,52
23,48
24,51
25,152
26,48
27,50
28,30
29,27
30,168
31,27
32,42
33,27
34,32
35,45
36,36
37,23
38,25
39,17
40,166
41,20
42,21
43,17
44,14
45,38
46,13
47,13
48,13
49,12
50,189
51,15
52,23
53,15
54,11
55,26
56,15
57,16
58,14
59,19
60,130
61,7
62,9
63,11
64,21
65,20
66,10
67,7
68,7
69,9
70,97
71,4
72,7
73,14
74,3
75,32
76,18
77,9
78,10
79,5
80,111
81,12
82,4
83,11
84,10
85,19
86,5
87,9
88,14
89,6
90,73
91,7
92,5
93,9
94,9
95,21
96,5
97,8
98,5
99,6
100,197
101,5
102,4
103,8
104,8
105,13
106,3
107,1
108,2
109,4
110,17
111,4
112,5
113,5
114,8
115,7
116,2
117,3
118,1
119,9
120,37
122,1
123,7
124,3
125,6
126,1
127,1
128,7
129,5
130,21
131,2
132,4
133,2
134,2
135,9
136,2
137,4
138,1
139,3
140,29
141,4
142,3
143,3
144,4
145,3
146,2
147,7
148,10
149,2
150,67
151,1
154,2
155,3
156,3
157,1
158,1
159,3
160,23
162,3
163,2
164,1
165,5
166,5
167,4
168,1
169,2
170,16
171,5
173,3
174,2
175,2
176,1
177,2
178,1
180,11
181,2
182,1
183,1
184,3
185,8
186,2
187,1
188,1
190,7
191,6
192,2
193,3
195,3
197,1
199,2
200,136
201,1
202,10
203,2
204,1
206,1
210,2
212,2
214,1
215,1
216,1
217,1
218,1
220,13
221,1
223,3
224,2
225,2
227,3
228,3
230,4
232,1
233,1
235,1
236,1
238,1
240,7
243,2
244,1
245,1
246,1
247,1
248,3
250,41
254,3
255,2
256,2
257,3
258,3
259,1
260,5
261,1
263,1
264,1
265,2
266,2
268,1
269,1
270,6
273,1
274,1
275,5
277,1
280,4
286,1
290,3
292,1
295,1
297,1
298,2
299,1
300,68
306,1
311,1
314,1
320,4
321,2
323,1
324,2
325,4
330,10
331,1
332,2
335,1
336,2
337,3
340,2
345,1
346,1
347,1
350,16
351,1
352,1
355,1
357,1
360,3
361,2
367,1
370,5
373,3
375,3
377,1
380,2
384,1
385,1
386,2
387,1
388,1
392,1
400,45
404,2
407,1
411,1
412,1
413,1
415,1
417,1
420,1
423,1
425,1
428,1
429,2
430,4
439,2
442,1
444,2
447,1
450,5
452,1
453,2
454,3
461,1
463,1
464,1
468,1
472,1
476,1
480,1
481,1
482,1
485,1
489,1
492,1
493,1
500,79
515,1
516,1
518,1
520,1
522,1
530,2
534,1
537,1
538,2
540,3
541,1
545,1
550,5
551,1
552,1
555,1
557,1
561,2
567,1
570,1
575,1
576,1
580,2
581,1
589,1
590,1
592,1
600,41
602,1
608,1
617,2
618,1
628,1
630,1
633,1
640,1
646,2
650,9
655,2
660,1
666,1
673,1
676,2
677,1
679,1
680,1
690,1
698,1
700,35
706,1
710,2
720,2
722,2
726,1
728,1
733,1
737,7
740,1
747,4
750,11
756,2
760,2
770,1
777,1
780,2
782,1
784,1
786,1
787,2
788,1
800,36
809,1
816,1
820,1
850,6
880,1
882,1
890,1
900,14
915,1
925,1
940,1
944,1
950,1
965,1
967,1
976,1
982,1
1000,6
1004,1
1030,1
1055,1
1452,1
1493,1
1500,3
1600,1
1644,1
1750,1
1800,1
1861,1
1865,1
1939,1
1941,1
2002,10
2004,6
2005,2
2006,6
2007,1
2008,10
2009,1
2010,7
2011,1
2012,3
2014,1
2900,1
3600,1
3700,1
5000,2
5400,1
6000,1
8000,1
13010,1
one,1513
10,000,56
1,00,000,36
8,500,5
two,2409
four,704
2.3,16
million,876
five,516
1,300,23
nine,168
68-34,1
six,374
three,1036
seven,308
4,40,000,1
1,11,000,2
thousand,54
2,012,1
1,600,13
thirty,4
thirteen,6
4.6,6
17.09,1
eight,246
41st,1
03-jun,7
06-apr,31
trillion,16
billion,366
16,000,7
13,000,13
7,000,30
8,000,28
4,500,7
2,00,000,63
6,26,000,1
4.8,7
7.5,8
8th,1
1,200,18
1.3,23
4.5,10
hundred,33
3,000,49
1,000,99
5,00,000,30
1.8,7
1.5,47
1.6,8
3.9,3
5.8,6
2,75,000,1
1,31,000,1
20,000,32
30,000,45
4,200,2
93,000,3
72-39,1
06-feb,31
06-jul,6
06-mar,32
70,000,18
6.4,9
7.6,5
9,000,13
1,80,000,15
6,00,000,8
4.9,3
1,050,1
2.5,25
2,000,52
2,50,000,8
1.7,11
5,000,38
4,000,30
7,50,000,5
1.4,10
12,000,18
3,00,000,31
1,50,000,18
ten,13
07-feb,3
01-jan,2
0.9,2
5.2,4
dozen,1
6,000,21
1.16,2
1.24,2
2,300,3
1,254,1
100-million,1
2,500,15
6.7,5
11,700,2
138.28,1
1.2,15
145.85,2
1.08,2
4.11,1
18,000,5
61,000,1
5.1,4
9,15,000,1
103.9,1
8,00,000,17
5.7,9
1,38,000,3
zero,6
6.9,5
7.9,4
90,000,4
4,00,000,14
3,400,2
04-jan,3
04-jun,9
07-may,18
02-jun,6
7.8,5
2.43,1
2,20,000,3
3,500,15
8.7,1
162-7,2
284-6,2
03-feb,4
50,000,21
2.1,6
4.1,3
fifteen,6
1.1,7
43rd,1
9,00,000,3
6.5,3
8.6,3
2,10,000,2
3,65,000,1
7,00,000,11
15,000,20
33.5,1
73.83,1
2.2,7
52.82,1
3.3,4
356.6,1
41,000,1
75,000,2
06-jan,11
07-jun,17
9.72,1
9.68,1
60,000,8
2.38.46,1
0.19,1
0.110474537,1
0.110625,1
77,000,1
0.2,5
2,38,000,1
1,60,000,3
26,000,7
twenty-three,2
3.5,11
10.5,3
376-7,1
apr-28,2
feb-88,1
28,000,2
4.25,1
53.2,1
5.5,6
1.27,1
8.5,8
6.2,2
11,000,8
11,300,1
0.55,1
0.7,3
50.83,1
1.224,1
1.459,1
3.6,9
23rd,2
17-jun,1
27-20,1
34-17,1
212-to-206,1
308-to-106,1
3.8,8
8,206,1
1,400,10
1,75,000,1
3,700,2
1,55,000,1
17,000,16
54,000,3
2,200,9
31-30,1
1,07,000,1
5.4,4
95.8,1
100-thousand,1
1.9,10
2.9,4
1.18,1
fourteen,5
40,000,16
38,000,2
1,15,000,2
115.2,1
3,50,000,4
14,000,17
2,60,000,1
37,000,2
9.5,5
15-20,1
1,800,6
1-0,6
4-0,2
1,700,10
73,000,8
6,400,2
01-jun,3
03-mar,1
1975-to-1990,1
55.65,1
58.28,2
6-0,7
27,000,1
1,500,20
1,70,000,3
4,20,000,2
seventy-three,1
13,100,1
70-80,1
05-jul,3
203-4,1
42.1,1
46.3,1
365-5,1
27.99,1
0.02,1
1.28.01,1
1.28.19,1
17-jan,1
26,500,1
2-0,4
99.29,1
21,000,4
19,000,1
135.6,1
59.9,1
18.46.09,1
32.7,1
1,12,000,1
2.4,7
seventeen,2
eleven,7
8,88,000,1
68.4,1
11.6,1
1,27,000,3
1,09,000,1
1,76,000,1
1,28,000,1
96,000,3
1,10,000,3
5,19,000,1
0.8,3
22.4,1
14.88,1
64.97,1
7,600,1
71,000,1
1,44,000,1
65,000,5
3.7,6
3-billion,1
2,800,3
7,200,2
2,711,1
85,000,2
7,800,1
1,170,2
51-to-44,1
1,100,9
1,40,000,6
37.3,1
dec-15,1
43,000,2
thirty-seven,1
45,000,3
18.7,1
17,765,1
38.68,1
5,49,000,1
103.05,1
96-million,1
16.125,1
13.73,1
9.625,1
0.3,2
6.6,6
1,74,000,1
46,000,3
8.20,1
25,000,11
38.7,1
74,000,1
55,000,3
9th,1
154th,1
35,000,3
86,000,2
47,000,1
19.9,2
1.36,1
6,40,000,1
11.5,1
9,92,000,1
337-9,2
may-84,1
mar-93,1
twelve,6
2,700,4
5,588,1
6.1,5
3,600,3
9.4,2
2,47,000,1
14.5,2
119.48,1
0.08,3
2.21.40,1
95,000,2
53.88,1
5,300,3
13.5,1
23.5,2
31.7,1
fifty-two,1
ninety,2
0.4,4
3.76,1
02-feb,2
25.03.05,1
11.8,2
148.9,1
153.3,1
4.2,3
fifty,4
03-jan,2
1.85,1
64.08,1
70.85,5
nineteen,2
1.32,2
10,00,000,1
9.2,3
7,500,2
1,30,000,6
15.16,1
27.5,2
50.9,2
12,500,1
5.3,9
1.61,1
45.75,1
twenty-two,3
05-feb,1
96.26,1
89.7,1
141.9,1
94.8,1
149.9,1
17.3,2
130.6,1
7.4,3
4.7,5
0.35,1
2,400,4
1.48,1
87.61,1
88.2,1
0.5,4
113.2,1
2.46,1
2.42,1
7.2,3
3.2,6
9,60,000,1
67,000,3
0-3,1
02-may,1
9.8,4
8.8,1
423-1,1
29,000,3
3,30,000,3
2,68,000,1
1.65,3
1.125,2
13.625,1
05-apr,1
80,000,7
1.17,1
2.7,13
50.56,1
17.2,1
7.7,2
16.8,3
8.30,1
1.92,1
352.9,1
7.1,3
14.7,1
16.7,3
3.1,3
76.4,1
8,956,1
207.5,1
762.4,1
752.2,1
6,78,000,1
